id,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,latitude,longitude,days_since_last_review,room_type_n,neighbourhood_group_n
12048,40,1,214,1.81,4,188,40.71401,-73.98917,3.0,2,1
12192,68,2,245,2.08,2,96,40.7229,-73.98199,17.0,0,1
12299,120,3,15,0.39,1,345,40.66278,-73.97966,42.0,1,0
12303,120,7,25,0.23,1,311,40.69673,-73.97584,281.0,0,0
12318,135,4,81,0.69,1,273,40.79009,-73.97927,22.0,0,1
12343,150,7,97,0.84,1,309,40.81175,-73.94478,25.0,1,1
12627,150,29,11,0.49,1,95,40.65944,-73.96238,33.0,1,0
12937,130,3,248,2.25,1,215,40.74771,-73.9474,7.0,0,2
12940,110,7,61,0.52,1,265,40.68111,-73.95591,44.0,1,0
13050,115,3,11,0.1,1,0,40.68554,-73.9409,918.0,1,0
13394,80,3,135,1.16,2,192,40.69142,-73.97376,21.0,0,0
13808,80,1,112,1.01,3,251,40.68043,-73.93934,22.0,0,0
14287,151,2,73,0.63,1,302,40.78635,-73.97008,1.0,1,1
14290,228,3,82,0.7,1,140,40.7042,-73.9356,52.0,1,0
14314,144,2,328,2.82,1,234,40.73506,-73.95392,9.0,1,0
14322,200,7,19,0.22,1,257,40.73961,-73.98074,105.0,1,1
14377,150,30,105,0.9,1,30,40.70881,-73.9593,16.0,1,0
14991,110,5,19,0.17,1,301,40.72004,-73.99104,51.0,0,1
15220,69,2,289,2.49,2,294,40.75531,-73.99293,29.0,0,1
15338,49,4,138,1.19,3,320,40.72401,-73.93788,34.0,0,0
15341,180,30,21,0.3,1,154,40.7221,-73.99775,9.0,1,1
15385,80,2,42,0.38,1,263,40.71185,-73.96204,8.0,0,0
15396,375,180,5,0.12,1,180,40.74623,-73.9953,247.0,1,1
15711,250,2,66,0.57,2,231,40.77065,-73.95269,100.0,1,1
16326,200,30,143,1.33,2,297,40.67811,-73.96428,163.0,1,0
16338,55,7,27,0.23,2,292,40.69,-73.96788,646.0,0,0
16421,52,30,191,1.65,1,191,40.75979,-73.99119,53.0,0,1
16458,225,3,4,0.16,1,0,40.67343,-73.98338,652.0,1,0
16580,80,1,338,4.72,2,72,40.72649,-73.97904,7.0,0,1
16595,275,1,148,1.4,1,362,40.70933,-73.96792,15.0,1,0
16821,99,1,106,1.26,2,336,40.72298,-73.98474,17.0,0,1
16974,225,4,190,1.64,1,215,40.80164,-73.93922,15.0,1,1
17037,230,9,49,0.43,1,116,40.72162,-73.98008,420.0,1,1
17092,51,7,23,0.43,1,88,40.76342,-73.98865,37.0,0,1
17693,65,2,49,1.6,2,336,40.83139,-73.94095,20.0,0,1
17747,105,2,105,0.92,1,304,40.68346,-73.96374,12.0,0,0
18127,190,5,21,0.2,1,224,40.72828,-73.98801,187.0,1,1
18152,200,1,142,1.5,1,322,40.76865,-73.95058,2.0,0,1
18198,70,30,25,0.22,1,324,40.75038,-73.90334,38.0,0,2
18590,95,3,143,1.28,1,132,40.6932,-73.97267,22.0,0,0
18728,150,3,167,1.65,1,295,40.74138,-74.00197,41.0,0,1
18764,145,3,61,0.54,4,238,40.71154,-73.96112,77.0,0,0
19159,110,31,54,0.49,1,209,40.82915,-73.95136,107.0,1,1
19169,285,5,70,0.62,1,328,40.71851,-73.98892,8.0,1,1
19282,130,6,16,0.15,1,38,40.65401,-73.96323,23.0,1,0
19319,94,30,94,0.84,1,188,40.7114,-73.98794,91.0,0,1
19601,800,1,25,0.24,1,7,40.69723,-73.99268,1068.0,1,0
19812,105,3,61,0.53,1,272,40.71833,-73.95748,333.0,1,0
20299,60,3,194,1.73,1,26,40.72334,-73.9844,8.0,0,1
20300,50,1,2,0.05,1,0,40.72912,-73.98057,1240.0,0,1
20611,85,3,174,1.54,4,288,40.71156,-73.96218,16.0,0,0
20724,65,4,24,0.28,1,317,40.70032,-73.9383,43.0,0,0
20734,131,4,166,3.4,1,207,40.68233,-73.97261,11.0,1,0
20755,98,7,16,0.2,6,185,40.68634,-73.966,38.0,0,0
20853,250,7,21,0.3,1,158,40.68035,-73.97162,48.0,1,0
20913,100,5,168,1.57,1,0,40.70984,-73.95775,351.0,1,0
21293,105,3,118,1.05,2,9,40.70093,-73.92609,20.0,1,0
21456,140,3,81,0.71,1,198,40.79764,-73.96177,1.0,1,1
21644,89,1,1,0.11,1,365,40.82803,-73.94731,272.0,0,1
21794,98,30,30,0.27,2,364,40.74008,-74.00271,68.0,0,1
22911,125,7,139,1.23,2,311,40.68413,-73.92357,253.0,1,0
22918,60,3,11,0.87,3,219,40.82279,-73.95139,186.0,0,1
23135,175,2,233,2.09,3,342,40.67967,-74.00154,14.0,1,0
23501,65,2,68,0.6,1,312,40.83927,-73.94281,2440.0,0,1
23686,500,4,46,0.55,2,243,40.73096,-74.00319,51.0,1,1
24143,101,3,335,3.02,1,152,40.71332,-73.94177,40.0,0,0
24285,220,30,88,0.79,1,9,40.66941,-73.98109,248.0,1,0
25235,125,90,162,1.46,2,137,40.68373,-73.92377,10.0,1,0
25406,80,30,29,0.4,1,222,40.71459,-73.94844,408.0,1,0
25696,100,2,170,1.61,1,346,40.8092,-73.94421,15.0,0,1
26012,200,30,19,0.2,1,208,40.68157,-73.98989,843.0,1,0
26362,59,2,334,3.0,2,279,40.75527,-73.99291,22.0,0,1
26520,125,2,19,0.2,6,250,40.68698,-73.96572,36.0,0,0
26559,140,7,12,0.13,1,164,40.7288,-73.98192,574.0,1,1
26785,120,30,467,4.22,2,192,40.66853,-73.98912,190.0,1,0
26933,350,2,7,0.06,4,298,40.7254,-73.98157,698.0,1,1
26954,199,5,38,0.38,1,260,40.74294,-73.98009,1314.0,1,1
26969,325,3,324,3.01,1,107,40.71942,-73.95748,15.0,1,0
27006,235,6,27,0.27,1,199,40.77823,-73.97637,72.0,1,1
27385,225,1,115,1.05,4,299,40.72555,-73.97965,31.0,1,1
27531,99,2,354,3.2,3,20,40.66831,-73.98604,49.0,0,0
27644,170,2,195,2.03,1,318,40.82754,-73.94919,7.0,1,1
27659,400,2,16,0.24,2,216,40.66499,-73.97925,190.0,1,0
27759,170,7,13,0.12,1,224,40.77842,-73.97556,12.0,1,1
27883,100,4,25,0.23,1,0,40.72245,-73.98527,2767.0,1,1
28321,75,2,9,0.08,1,324,40.65593,-73.96053,276.0,0,0
28396,90,1,9,0.08,1,245,40.71923,-73.96468,2850.0,0,0
28907,150,5,21,0.19,1,189,40.778,-73.94822,692.0,1,1
29012,85,15,36,0.33,1,307,40.85879,-73.93128,690.0,0,1
29013,70,3,63,0.58,2,310,40.68332,-73.9547,55.0,0,0
29455,120,3,155,1.42,3,213,40.81618,-73.94894,18.0,1,1
29628,89,3,260,2.35,1,278,40.68414,-73.96351,5.0,0,0
29683,185,5,73,0.66,1,209,40.72392,-73.99143,13.0,1,1
30031,50,3,193,1.86,1,0,40.73494,-73.9503,49.0,0,0
30927,105,3,32,0.29,1,16,40.71341,-73.98856,24.0,1,1
31130,130,2,50,0.45,3,234,40.76754,-73.98399,43.0,0,1
31555,115,29,26,0.25,1,12,40.73442,-74.00303,7.0,1,1
31902,77,2,2,0.02,1,178,40.63188,-73.93248,188.0,0,0
31994,76,2,426,3.89,3,275,40.6873,-73.9634,14.0,0,0
32023,125,3,227,2.09,2,163,40.68296,-73.93662,15.0,1,0
32037,135,4,84,0.77,3,365,40.6863,-73.96765,7.0,0,0
32100,250,29,3,0.03,1,34,40.73409,-73.95348,708.0,1,0
32289,199,3,10,0.1,1,280,40.71561,-73.94835,392.0,1,0
32331,140,2,4,0.04,1,0,40.6857,-73.99183,1170.0,1,0
32363,140,2,1,0.01,1,1,40.74028,-73.83168,2849.0,0,2
32965,115,3,124,1.72,2,170,40.68281,-73.93524,18.0,1,0
32969,160,3,11,0.11,1,188,40.71596,-73.93938,6.0,1,0
33009,195,4,240,2.19,1,214,40.71492,-73.95935,21.0,1,0
33014,195,3,30,0.28,1,248,40.72354,-73.98295,21.0,1,1
33223,80,3,200,1.86,4,262,40.71165,-73.96087,16.0,0,0
34760,44,8,27,1.05,5,280,40.69101,-73.97312,9.0,0,0
35526,156,4,79,0.74,1,307,40.73474,-74.00101,16.0,0,1
36121,85,15,9,0.09,1,339,40.67386,-73.96641,2250.0,0,0
36133,125,3,155,1.61,1,1,40.71536,-73.96057,25.0,0,0
36442,115,15,4,0.05,1,269,40.6741,-73.96595,315.0,1,0
36647,69,2,34,0.32,1,10,40.79295,-73.93997,770.0,0,1
36703,225,45,134,1.24,1,312,40.73226,-74.00401,99.0,1,1
36934,125,6,27,0.25,1,189,40.71363,-73.96398,193.0,1,0
38638,219,4,126,1.16,2,290,40.77711,-73.9527,12.0,1,1
38663,475,3,23,0.27,1,230,40.68559,-73.98094,189.0,1,0
39267,99,1,234,2.6,2,164,40.77456,-73.95323,30.0,1,1
39282,69,4,202,1.86,2,53,40.71088,-73.95055,41.0,0,0
39593,79,30,28,0.26,1,126,40.74559,-73.92313,87.0,0,2
39704,135,2,309,2.86,2,3,40.68306,-73.94659,16.0,1,0
40039,250,3,14,0.13,1,189,40.70207,-73.98571,2996.0,0,0
40453,250,3,4,0.08,1,365,40.76123,-73.9642,1018.0,1,1
41348,250,2,80,2.17,1,0,40.66858,-73.99083,2.0,1,0
41513,80,3,2,0.04,1,0,40.82704,-73.94907,1344.0,1,1
42580,70,2,294,3.47,3,336,40.68843,-73.96408,14.0,0,0
42729,165,2,150,1.4,3,342,40.6783,-74.00135,20.0,1,0
42882,70,2,166,1.66,1,312,40.64524,-74.08088,25.0,0,3
43957,50,2,47,0.94,1,37,40.70641,-73.91765,19.0,0,0
44096,40,1,219,2.04,3,353,40.83232,-73.93184,4.0,0,4
44161,150,2,193,1.78,1,177,40.71045,-73.9677,1097.0,1,0
44212,125,1,84,0.78,4,310,40.72518,-73.98034,15.0,0,1
44221,196,3,114,1.06,1,0,40.70666,-74.01374,18.0,1,1
44229,110,2,213,2.0,2,321,40.69098,-73.97113,14.0,0,0
44288,170,3,86,0.8,1,246,40.73756,-74.00405,37.0,1,1
44506,165,3,80,0.75,3,231,40.81526,-73.94791,43.0,1,1
45393,150,26,38,0.36,1,225,40.73423,-74.0046,1174.0,1,1
45542,100,2,18,1.79,1,0,40.82374,-73.9373,203.0,1,1
45556,65,2,206,1.92,2,0,40.68863,-73.97691,8.0,0,0
45910,350,8,10,0.11,5,365,40.70382,-73.89797,57.0,1,2
45936,99,4,122,1.18,2,233,40.80549,-73.95924,55.0,0,1
45940,200,4,33,0.58,1,1,40.71627,-73.9587,91.0,1,0
46544,150,5,52,0.5,1,18,40.67994,-73.97863,33.0,1,0
46723,90,3,126,1.17,4,343,40.67992,-73.9475,50.0,0,0
46911,120,3,51,0.48,3,250,40.67868,-73.97307,14.0,0,0
47199,75,3,199,1.85,1,326,40.76834,-73.95334,14.0,0,1
47362,175,26,30,0.29,1,364,40.68237,-73.9415,2499.0,1,0
47370,125,3,3,0.03,1,0,40.74031,-73.99999,1452.0,1,1
47926,275,1,41,0.38,1,299,40.76307,-73.99665,12.0,1,1
48719,299,2,109,1.04,1,207,40.71882,-73.98852,23.0,1,1
50447,135,5,151,1.43,3,162,40.6693,-73.98804,16.0,1,0
51438,130,14,0,0.0,2,0,40.77333,-73.95199,-1.0,0,1
51485,83,1,285,2.69,1,7,40.72319,-73.99201,16.0,0,1
51572,123,1,375,3.52,1,328,40.74859,-73.99671,20.0,0,1
51850,55,2,52,0.49,2,365,40.67252,-73.76597,49.0,0,2
53137,195,5,10,1.01,1,0,40.76244,-73.99271,7.0,1,1
53196,80,2,11,0.48,1,0,40.69546,-73.93503,602.0,0,0
53469,98,30,33,0.31,5,240,40.71722,-73.87856,1521.0,1,2
53470,140,7,6,0.06,5,365,40.70234,-73.89816,1369.0,0,2
53477,265,7,38,0.38,5,365,40.71546,-73.87854,72.0,1,2
54158,249,2,358,3.44,2,164,40.7195,-73.95976,18.0,1,0
54453,105,6,10,0.09,1,363,40.76548,-73.98474,2008.0,2,1
54466,200,30,0,0.0,1,365,40.80234,-73.95603,-1.0,0,1
54508,100,2,226,2.12,3,250,40.6787,-73.97262,32.0,0,0
54544,121,1,104,1.0,5,247,40.81035,-73.94598,16.0,1,1
54626,45,1,138,1.45,3,323,40.83075,-73.93058,8.0,0,4
54860,100,5,204,1.92,1,192,40.79958,-73.94275,15.0,0,1
55467,140,2,253,3.04,1,125,40.71625,-73.93845,6.0,1,0
55498,71,2,23,0.22,1,91,40.6829,-73.93549,7.0,0,0
55668,130,2,115,1.17,1,75,40.72773,-73.99134,215.0,0,1
55737,199,5,129,1.22,1,286,40.72861,-74.0049,50.0,1,1
55959,69,4,82,1.13,2,60,40.70979,-73.95162,28.0,0,0
55982,68,3,37,0.35,1,0,40.68656,-73.97525,189.0,0,0
56467,130,1,204,2.04,1,192,40.72752,-73.98432,7.0,1,1
56525,195,2,69,0.65,1,58,40.729,-73.95829,25.0,1,0
56859,64,1,192,1.84,5,245,40.81219,-73.94499,35.0,0,1
57166,140,2,17,0.16,1,292,40.77185,-73.90502,21.0,1,2
57297,159,2,222,2.12,1,279,40.68926,-73.99386,14.0,1,0
57468,189,3,205,1.96,1,0,40.72821,-73.98701,15.0,1,1
57618,250,3,94,0.96,1,3,40.7672,-73.98508,29.0,1,1
57740,239,3,7,0.07,1,351,40.73012,-73.99053,45.0,1,1
57754,305,2,108,1.09,1,201,40.7403,-73.98498,8.0,1,1
57874,155,3,222,2.1,2,232,40.80931,-73.94343,12.0,1,1
58059,60,1,458,4.58,2,258,40.8251,-73.94287,5.0,0,1
58062,135,2,21,0.26,1,272,40.6585,-73.98397,52.0,0,0
58467,120,7,17,0.3,1,341,40.76193,-73.9501,61.0,0,1
59014,150,3,41,0.39,1,244,40.72052,-73.98589,187.0,1,1
59121,140,14,1,0.01,5,365,40.70411,-73.89934,2485.0,1,2
59642,135,2,69,0.67,1,12,40.73401,-73.95967,50.0,1,0
59709,250,4,18,0.18,2,265,40.71756,-73.99503,7.0,1,1
59855,250,30,82,0.78,1,0,40.7589,-73.96991,1280.0,1,1
60164,500,4,94,0.99,1,329,40.72003,-74.00262,15.0,1,1
60457,225,5,10,0.1,1,91,40.73194,-73.99474,58.0,1,1
60611,125,28,183,1.83,2,365,40.79163,-73.94573,282.0,1,1
60666,92,1,189,1.82,5,253,40.8118,-73.94434,27.0,0,1
60673,175,2,1,0.11,1,365,40.81583,-73.94707,274.0,0,1
60680,99,2,127,1.22,1,320,40.72654,-73.98049,18.0,1,1
60794,195,4,4,0.04,1,0,40.80021,-73.96071,682.0,1,1
60948,140,3,135,1.3,3,192,40.80942,-73.93936,18.0,1,1
61167,135,2,21,0.2,1,0,40.71961,-73.9954,1304.0,1,1
61224,500,2,35,0.34,1,348,40.74358,-74.00027,711.0,1,1
61406,80,14,10,2.21,2,0,40.80335,-73.9575,37.0,0,1
61492,120,4,171,1.8,2,353,40.71445,-73.9908,15.0,0,1
61509,110,200,92,0.9,1,140,40.75749,-73.96897,69.0,1,1
62095,65,3,238,2.3,1,2,40.64446,-73.9503,24.0,1,0
62427,130,50,56,0.58,1,56,40.7268,-73.99079,43.0,1,1
62430,99,3,111,2.13,1,68,40.688,-73.9171,16.0,1,0
62452,36,2,193,1.85,6,360,40.63536,-74.08537,13.0,0,3
62461,37,2,147,1.44,6,0,40.63627,-74.08543,28.0,0,3
62787,37,2,177,1.71,6,320,40.63518,-74.08546,6.0,0,3
62891,175,3,185,1.78,2,326,40.72477,-73.98161,45.0,1,1
62903,205,9,62,0.7,2,76,40.74238,-73.99567,17.0,1,1
62925,285,3,124,1.22,3,279,40.72945,-73.95511,22.0,1,0
63299,59,2,181,1.77,2,15,40.70763,-73.95177,15.0,0,0
63320,36,2,333,3.19,6,340,40.63481,-74.08519,6.0,0,3
63360,99,5,441,4.5,1,226,40.75384,-73.91433,14.0,1,2
63546,39,1,45,0.46,2,365,40.64106,-73.97426,53.0,0,0
63573,60,14,9,0.09,2,0,40.66793,-73.98327,1043.0,0,0
63588,90,2,0,0.0,7,349,40.81309,-73.85514,-1.0,0,4
63610,105,2,38,0.5,13,365,40.88057,-73.83572,11.0,1,4
63657,135,2,248,2.39,2,11,40.68236,-73.94314,13.0,1,0
63693,390,5,143,1.38,2,316,40.72185,-73.98246,19.0,1,1
63719,70,3,36,0.41,4,281,40.68503,-73.95385,323.0,0,0
63913,75,7,0,0.0,2,323,40.86648,-73.9263,-1.0,0,1
64000,60,17,14,0.14,4,362,40.7069,-73.95467,182.0,0,0
64015,200,3,0,0.0,1,0,40.72807,-73.98594,-1.0,1,1
64107,100,3,279,2.69,1,301,40.6778,-73.94339,14.0,0,0
64277,70,4,18,0.22,4,189,40.68317,-73.94701,187.0,0,0
64314,110,6,50,3.55,1,0,40.6761,-73.9529,43.0,0,0
64365,60,2,227,2.27,2,287,40.67586,-73.95155,11.0,0,0
64707,90,14,1,0.16,1,14,40.71702,-73.99811,187.0,1,1
64837,68,2,203,1.96,2,86,40.72321,-73.98157,15.0,0,1
65019,115,2,210,2.1,1,261,40.77956,-73.98098,2.0,1,1
65268,75,5,64,0.67,1,68,40.68276,-73.95264,184.0,0,0
65556,60,3,0,0.0,1,0,40.71368,-73.9626,-1.0,0,0
65562,129,7,5,0.15,1,231,40.72956,-73.98158,186.0,1,1
65615,130,10,49,0.48,1,152,40.71069,-73.95175,9.0,1,0
65660,95,4,132,1.27,1,46,40.70863,-73.94641,1.0,1,0
65813,75,3,20,0.26,1,364,40.82888,-73.94307,187.0,0,1
65834,175,2,11,0.11,1,246,40.67319,-73.97323,2258.0,1,0
66008,190,3,51,0.57,1,288,40.67846,-73.99443,7.0,1,0
66026,49,21,15,0.15,5,331,40.6715,-73.94808,8.0,0,0
66251,212,3,67,1.31,1,51,40.72681,-73.98534,13.0,1,1
66275,95,1,109,1.11,3,364,40.71904,-73.99392,15.0,0,1
66451,140,2,9,0.11,1,254,40.71031,-73.9583,142.0,1,0
66718,135,6,187,1.87,1,189,40.81322,-73.95306,15.0,1,1
66741,150,2,214,2.08,2,263,40.67732,-73.98225,15.0,1,0
66974,190,3,69,0.79,2,258,40.68076,-73.9896,7.0,1,0
67288,124,28,22,0.26,1,103,40.79603,-73.94903,23.0,1,1
67299,135,30,56,0.56,1,42,40.71492,-73.96282,63.0,1,0
67397,122,3,93,0.93,1,246,40.80393,-73.95838,16.0,0,1
68099,109,1,104,1.05,2,364,40.80082,-73.9652,13.0,0,1
68305,85,30,64,0.68,1,318,40.82976,-73.94867,367.0,0,1
68403,145,3,127,1.25,2,72,40.683,-73.91981,14.0,1,0
68735,195,11,30,0.32,1,249,40.78971,-73.9729,25.0,1,1
68765,250,2,106,1.34,3,272,40.67817,-73.99495,11.0,1,0
68900,125,3,6,0.1,1,325,40.73119,-73.95578,967.0,0,0
68974,575,2,191,1.88,1,298,40.71943,-73.99627,18.0,1,1
69894,150,30,48,0.55,1,35,40.78,-73.98249,27.0,1,1
69921,70,5,47,0.49,1,203,40.70514,-73.91922,9.0,0,0
70095,90,2,120,1.27,1,132,40.86713,-73.92811,8.0,0,1
70128,65,3,52,0.63,1,5,40.73198,-73.98881,179.0,0,1
70609,500,2,48,0.48,4,297,40.72542,-73.97986,22.0,1,1
71010,250,3,32,0.43,2,276,40.83494,-73.93869,45.0,1,1
71248,125,25,43,0.42,1,102,40.71659,-73.98945,21.0,1,1
71366,200,30,39,0.44,1,251,40.72966,-74.00243,13.0,1,1
71384,229,1,50,0.5,1,188,40.72898,-73.95552,1882.0,1,0
71812,90,30,4,0.35,2,346,40.87207,-73.90193,187.0,1,4
72190,110,13,38,0.39,1,0,40.77728,-73.97818,143.0,1,1
72265,59,3,29,0.36,1,15,40.72646,-73.95341,22.0,0,0
74073,195,4,59,0.6,1,71,40.71015,-73.96101,15.0,1,0
74240,169,1,68,0.67,2,215,40.71903,-73.9597,31.0,1,0
74333,113,14,26,0.27,3,253,40.80892,-73.93985,1321.0,1,1
74404,250,14,31,0.31,1,78,40.80276,-73.9567,2511.0,1,1
74680,115,2,198,2.01,1,257,40.77635,-73.93426,38.0,1,2
74860,55,2,1,0.01,1,0,40.72488,-73.95018,3024.0,0,0
75193,69,2,220,2.17,2,8,40.71398,-73.95763,16.0,0,0
75635,150,3,286,2.81,1,191,40.71876,-73.98394,11.0,1,1
76761,169,2,398,3.97,3,182,40.66552,-73.99019,10.0,1,0
77765,179,3,36,0.36,28,79,40.73749,-73.95292,7.0,0,0
77936,150,3,36,0.36,1,49,40.76248,-73.9913,24.0,0,1
78919,135,4,6,0.1,1,0,40.68674,-73.98876,1249.0,1,0
79067,350,6,14,0.3,1,156,40.6848,-73.96219,79.0,1,0
79782,120,14,76,0.76,6,343,40.70516,-73.95455,99.0,0,0
80493,71,2,182,1.81,1,200,40.72329,-73.98486,4.0,0,1
80684,349,3,8,0.09,28,60,40.73776,-73.95327,1198.0,0,0
80700,349,3,7,0.07,28,60,40.73738,-73.95482,45.0,0,0
80924,165,30,34,0.51,2,189,40.67542,-73.98142,286.0,1,0
81739,249,3,2,0.02,28,60,40.73842,-73.95312,2979.0,0,0
82549,100,3,66,0.68,2,0,40.6926,-73.99832,1025.0,0,0
82550,200,3,80,0.85,2,106,40.69441,-73.99771,8.0,1,0
82638,169,4,240,2.4,1,276,40.72399,-73.98374,32.0,1,1
82928,185,3,46,1.07,1,248,40.6824,-73.94615,6.0,1,0
83243,65,2,228,2.27,1,194,40.68949,-73.91708,28.0,1,0
83446,130,35,5,0.05,1,135,40.68819,-73.97258,308.0,1,0
83722,199,30,8,0.11,1,30,40.7205,-73.96015,316.0,1,0
83847,225,2,33,0.33,1,0,40.72451,-73.98094,187.0,1,1
84010,179,3,13,0.14,28,81,40.73813,-73.95394,11.0,0,0
84059,150,5,5,0.05,1,0,40.67591,-73.94715,351.0,1,0
84659,139,1,388,3.88,1,142,40.72843,-73.98895,12.0,1,1
84905,95,3,223,2.22,2,60,40.71271,-73.99776,15.0,0,1
85094,79,15,11,0.11,5,179,40.66966,-73.94735,175.0,1,0
86215,150,2,151,1.51,2,52,40.71965,-73.98766,14.0,1,1
89427,650,5,0,0.0,3,365,40.68613,-73.96536,-1.0,1,0
89621,90,3,218,2.26,4,324,40.68048,-73.94911,10.0,1,0
93313,120,2,75,0.76,2,237,40.68314,-73.93963,15.0,1,0
94035,80,1,42,1.21,2,365,40.75961,-73.91117,2.0,0,2
94209,100,90,0,0.0,1,365,40.67473,-73.94494,-1.0,1,0
94477,175,2,370,3.74,1,204,40.69305,-73.93185,3.0,1,0
94783,120,5,104,1.04,1,272,40.67174,-73.95663,17.0,1,0
95747,140,7,13,0.13,1,0,40.71055,-73.95098,1085.0,1,0
95883,200,5,4,0.07,1,9,40.69465,-73.95458,194.0,1,0
96471,165,4,11,0.11,3,365,40.68413,-73.96542,31.0,0,0
98330,125,4,1,0.01,3,181,40.73877,-73.97707,2743.0,1,1
98663,130,30,19,0.19,1,189,40.74893,-73.99544,392.0,1,1
99070,65,7,131,1.31,2,0,40.79406,-73.94102,43.0,2,1
99085,123,30,15,0.15,1,189,40.68795,-73.97332,68.0,1,0
100002,67,2,136,1.37,1,296,40.85295,-73.93361,21.0,0,1
100184,50,1,43,0.45,1,88,40.72413,-73.76133,0.0,0,2
100186,130,7,98,0.99,1,35,40.66918,-73.99187,10.0,1,0
101053,100,3,31,0.31,1,0,40.71125,-73.95613,129.0,0,0
102995,212,21,45,0.46,1,35,40.78558,-73.9696,553.0,1,1
103161,190,3,124,1.76,1,359,40.71577,-73.96053,12.0,1,0
103311,599,3,9,0.09,28,60,40.73861,-73.95485,415.0,0,0
103806,249,5,166,1.68,2,365,40.72577,-73.98745,42.0,1,1
105469,70,27,13,0.13,1,335,40.58615,-73.81245,1386.0,0,2
105510,100,30,15,0.16,5,282,40.67086,-73.94872,184.0,1,0
106363,60,3,380,3.83,2,247,40.82773,-73.95231,12.0,0,1
106647,135,2,86,0.87,1,102,40.68505,-73.95684,22.0,1,0
107630,175,3,248,2.53,3,274,40.72911,-73.95493,18.0,1,0
107895,120,5,49,0.56,1,201,40.77944,-73.98567,19.0,1,1
110739,169,18,54,0.57,1,98,40.74503,-73.98876,5.0,1,1
112100,165,7,3,0.03,1,157,40.67539,-73.96093,2379.0,1,0
112304,90,1,1,0.02,1,0,40.8054,-73.95189,1283.0,0,1
112359,225,2,56,0.57,1,312,40.78491,-73.9508,192.0,1,1
112435,95,2,163,1.66,2,331,40.69088,-73.97307,45.0,0,0
113265,55,2,247,2.51,2,275,40.67555,-73.95057,17.0,0,0
113945,85,10,116,1.17,1,174,40.75835,-73.99193,58.0,0,1
114123,199,14,27,0.28,2,223,40.66527,-73.9886,50.0,1,0
114229,211,1,52,0.6,3,361,40.71895,-73.99434,30.0,1,1
114969,145,6,39,0.4,1,0,40.75579,-73.96699,287.0,1,1
