id,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,latitude,longitude,days_since_last_review,room_type_n,neighbourhood_group_n
10962,89,4,58.5,1.41,3.0,340.0,40.66869,-73.9878,17.0,0,0
11452,35,11,0.0,0.0,1.0,365.0,40.68876,-73.94312,-1.0,0,0
11708,85,2,58.5,1.96,2.0,22.0,40.70186,-73.92745,16.0,1,0
11943,150,1,0.0,0.0,1.0,365.0,40.63702,-73.96327,-1.0,0,0
12048,40,1,58.5,1.81,3.5,188.0,40.71401,-73.98917,3.0,2,1
12192,68,2,58.5,2.08,2.0,96.0,40.7229,-73.98199,17.0,0,1
12299,120,3,15.0,0.39,1.0,345.0,40.66278,-73.97966,42.0,1,0
12303,120,7,25.0,0.23,1.0,311.0,40.69673,-73.97584,281.0,0,0
12318,135,4,58.5,0.69,1.0,273.0,40.79009,-73.97927,22.0,0,1
12343,150,7,58.5,0.84,1.0,309.0,40.81175,-73.94478,25.0,1,1
12627,150,11,11.0,0.49,1.0,95.0,40.65944,-73.96238,33.0,1,0
12937,130,3,58.5,2.25,1.0,215.0,40.74771,-73.9474,7.0,0,2
12940,110,7,58.5,0.52,1.0,265.0,40.68111,-73.95591,44.0,1,0
13050,115,3,11.0,0.1,1.0,0.0,40.68554,-73.9409,609.0,1,0
13394,80,3,58.5,1.16,2.0,192.0,40.69142,-73.97376,21.0,0,0
13808,80,1,58.5,1.01,3.0,251.0,40.68043,-73.93934,22.0,0,0
14287,151,2,58.5,0.63,1.0,302.0,40.78635,-73.97008,1.0,1,1
14290,228,3,58.5,0.7,1.0,140.0,40.7042,-73.9356,52.0,1,0
14314,144,2,58.5,2.82,1.0,234.0,40.73506,-73.95392,9.0,1,0
14322,200,7,19.0,0.22,1.0,257.0,40.73961,-73.98074,105.0,1,1
14377,150,11,58.5,0.9,1.0,30.0,40.70881,-73.9593,16.0,1,0
14991,110,5,19.0,0.17,1.0,301.0,40.72004,-73.99104,51.0,0,1
15220,69,2,58.5,2.49,2.0,294.0,40.75531,-73.99293,29.0,0,1
15338,49,4,58.5,1.19,3.0,320.0,40.72401,-73.93788,34.0,0,0
15341,180,11,21.0,0.3,1.0,154.0,40.7221,-73.99775,9.0,1,1
15385,80,2,42.0,0.38,1.0,263.0,40.71185,-73.96204,8.0,0,0
15396,375,11,5.0,0.12,1.0,180.0,40.74623,-73.9953,247.0,1,1
15711,250,2,58.5,0.57,2.0,231.0,40.77065,-73.95269,100.0,1,1
16326,200,11,58.5,1.33,2.0,297.0,40.67811,-73.96428,163.0,1,0
16338,55,7,27.0,0.23,2.0,292.0,40.69,-73.96788,609.0,0,0
16421,52,11,58.5,1.65,1.0,191.0,40.75979,-73.99119,53.0,0,1
16458,225,3,4.0,0.16,1.0,0.0,40.67343,-73.98338,609.0,1,0
16580,80,1,58.5,3.89,2.0,72.0,40.72649,-73.97904,7.0,0,1
16595,275,1,58.5,1.4,1.0,362.0,40.70933,-73.96792,15.0,1,0
16821,99,1,58.5,1.26,2.0,336.0,40.72298,-73.98474,17.0,0,1
16974,225,4,58.5,1.64,1.0,215.0,40.80164,-73.93922,15.0,1,1
17037,230,9,49.0,0.43,1.0,116.0,40.72162,-73.98008,420.0,1,1
17092,51,7,23.0,0.43,1.0,88.0,40.76342,-73.98865,37.0,0,1
17693,65,2,49.0,1.6,2.0,336.0,40.83139,-73.94095,20.0,0,1
17747,105,2,58.5,0.92,1.0,304.0,40.68346,-73.96374,12.0,0,0
18127,190,5,21.0,0.2,1.0,224.0,40.72828,-73.98801,187.0,1,1
18152,200,1,58.5,1.5,1.0,322.0,40.76865,-73.95058,2.0,0,1
18198,70,11,25.0,0.22,1.0,324.0,40.75038,-73.90334,38.0,0,2
18590,95,3,58.5,1.28,1.0,132.0,40.6932,-73.97267,22.0,0,0
18728,150,3,58.5,1.65,1.0,295.0,40.74138,-74.00197,41.0,0,1
18764,145,3,58.5,0.54,3.5,238.0,40.71154,-73.96112,77.0,0,0
19159,110,11,54.0,0.49,1.0,209.0,40.82915,-73.95136,107.0,1,1
19169,285,5,58.5,0.62,1.0,328.0,40.71851,-73.98892,8.0,1,1
19282,130,6,16.0,0.15,1.0,38.0,40.65401,-73.96323,23.0,1,0
19319,94,11,58.5,0.84,1.0,188.0,40.7114,-73.98794,91.0,0,1
19601,800,1,25.0,0.24,1.0,7.0,40.69723,-73.99268,609.0,1,0
19812,105,3,58.5,0.53,1.0,272.0,40.71833,-73.95748,333.0,1,0
20299,60,3,58.5,1.73,1.0,26.0,40.72334,-73.9844,8.0,0,1
20300,50,1,2.0,0.05,1.0,0.0,40.72912,-73.98057,609.0,0,1
20611,85,3,58.5,1.54,3.5,288.0,40.71156,-73.96218,16.0,0,0
20724,65,4,24.0,0.28,1.0,317.0,40.70032,-73.9383,43.0,0,0
20734,131,4,58.5,3.4,1.0,207.0,40.68233,-73.97261,11.0,1,0
20755,98,7,16.0,0.2,3.5,185.0,40.68634,-73.966,38.0,0,0
20853,250,7,21.0,0.3,1.0,158.0,40.68035,-73.97162,48.0,1,0
20913,100,5,58.5,1.57,1.0,0.0,40.70984,-73.95775,351.0,1,0
21293,105,3,58.5,1.05,2.0,9.0,40.70093,-73.92609,20.0,1,0
21456,140,3,58.5,0.71,1.0,198.0,40.79764,-73.96177,1.0,1,1
21644,89,1,1.0,0.11,1.0,365.0,40.82803,-73.94731,272.0,0,1
21794,98,11,30.0,0.27,2.0,364.0,40.74008,-74.00271,68.0,0,1
22911,125,7,58.5,1.23,2.0,311.0,40.68413,-73.92357,253.0,1,0
22918,60,3,11.0,0.87,3.0,219.0,40.82279,-73.95139,186.0,0,1
23135,175,2,58.5,2.09,3.0,342.0,40.67967,-74.00154,14.0,1,0
23501,65,2,58.5,0.6,1.0,312.0,40.83927,-73.94281,609.0,0,1
23686,500,4,46.0,0.55,2.0,243.0,40.73096,-74.00319,51.0,1,1
24143,101,3,58.5,3.02,1.0,152.0,40.71332,-73.94177,40.0,0,0
24285,220,11,58.5,0.79,1.0,9.0,40.66941,-73.98109,248.0,1,0
25235,125,11,58.5,1.46,2.0,137.0,40.68373,-73.92377,10.0,1,0
25406,80,11,29.0,0.4,1.0,222.0,40.71459,-73.94844,408.0,1,0
25696,100,2,58.5,1.61,1.0,346.0,40.8092,-73.94421,15.0,0,1
26012,200,11,19.0,0.2,1.0,208.0,40.68157,-73.98989,609.0,1,0
26362,59,2,58.5,3.0,2.0,279.0,40.75527,-73.99291,22.0,0,1
26520,125,2,19.0,0.2,3.5,250.0,40.68698,-73.96572,36.0,0,0
26559,140,7,12.0,0.13,1.0,164.0,40.7288,-73.98192,574.0,1,1
26785,120,11,58.5,3.89,2.0,192.0,40.66853,-73.98912,190.0,1,0
26933,350,2,7.0,0.06,3.5,298.0,40.7254,-73.98157,609.0,1,1
26954,199,5,38.0,0.38,1.0,260.0,40.74294,-73.98009,609.0,1,1
26969,325,3,58.5,3.01,1.0,107.0,40.71942,-73.95748,15.0,1,0
27006,235,6,27.0,0.27,1.0,199.0,40.77823,-73.97637,72.0,1,1
27385,225,1,58.5,1.05,3.5,299.0,40.72555,-73.97965,31.0,1,1
27531,99,2,58.5,3.2,3.0,20.0,40.66831,-73.98604,49.0,0,0
27644,170,2,58.5,2.03,1.0,318.0,40.82754,-73.94919,7.0,1,1
27659,400,2,16.0,0.24,2.0,216.0,40.66499,-73.97925,190.0,1,0
27759,170,7,13.0,0.12,1.0,224.0,40.77842,-73.97556,12.0,1,1
27883,100,4,25.0,0.23,1.0,0.0,40.72245,-73.98527,609.0,1,1
28321,75,2,9.0,0.08,1.0,324.0,40.65593,-73.96053,276.0,0,0
28396,90,1,9.0,0.08,1.0,245.0,40.71923,-73.96468,609.0,0,0
28907,150,5,21.0,0.19,1.0,189.0,40.778,-73.94822,609.0,1,1
29012,85,11,36.0,0.33,1.0,307.0,40.85879,-73.93128,609.0,0,1
29013,70,3,58.5,0.58,2.0,310.0,40.68332,-73.9547,55.0,0,0
29455,120,3,58.5,1.42,3.0,213.0,40.81618,-73.94894,18.0,1,1
29628,89,3,58.5,2.35,1.0,278.0,40.68414,-73.96351,5.0,0,0
29683,185,5,58.5,0.66,1.0,209.0,40.72392,-73.99143,13.0,1,1
30031,50,3,58.5,1.86,1.0,0.0,40.73494,-73.9503,49.0,0,0
30927,105,3,32.0,0.29,1.0,16.0,40.71341,-73.98856,24.0,1,1
31130,130,2,50.0,0.45,3.0,234.0,40.76754,-73.98399,43.0,0,1
31555,115,11,26.0,0.25,1.0,12.0,40.73442,-74.00303,7.0,1,1
31902,77,2,2.0,0.02,1.0,178.0,40.63188,-73.93248,188.0,0,0
31994,76,2,58.5,3.89,3.0,275.0,40.6873,-73.9634,14.0,0,0
32023,125,3,58.5,2.09,2.0,163.0,40.68296,-73.93662,15.0,1,0
32037,135,4,58.5,0.77,3.0,365.0,40.6863,-73.96765,7.0,0,0
32100,250,11,3.0,0.03,1.0,34.0,40.73409,-73.95348,609.0,1,0
32289,199,3,10.0,0.1,1.0,280.0,40.71561,-73.94835,392.0,1,0
32331,140,2,4.0,0.04,1.0,0.0,40.6857,-73.99183,609.0,1,0
32363,140,2,1.0,0.01,1.0,1.0,40.74028,-73.86608249999999,609.0,0,2
32965,115,3,58.5,1.72,2.0,170.0,40.68281,-73.93524,18.0,1,0
32969,160,3,11.0,0.11,1.0,188.0,40.71596,-73.93938,6.0,1,0
33009,195,4,58.5,2.19,1.0,214.0,40.71492,-73.95935,21.0,1,0
33014,195,3,30.0,0.28,1.0,248.0,40.72354,-73.98295,21.0,1,1
33223,80,3,58.5,1.86,3.5,262.0,40.71165,-73.96087,16.0,0,0
34760,44,8,27.0,1.05,3.5,280.0,40.69101,-73.97312,9.0,0,0
35526,156,4,58.5,0.74,1.0,307.0,40.73474,-74.00101,16.0,0,1
36121,85,11,9.0,0.09,1.0,339.0,40.67386,-73.96641,609.0,0,0
36133,125,3,58.5,1.61,1.0,1.0,40.71536,-73.96057,25.0,0,0
36442,115,11,4.0,0.05,1.0,269.0,40.6741,-73.96595,315.0,1,0
36647,69,2,34.0,0.32,1.0,10.0,40.79295,-73.93997,609.0,0,1
36703,225,11,58.5,1.24,1.0,312.0,40.73226,-74.00401,99.0,1,1
36934,125,6,27.0,0.25,1.0,189.0,40.71363,-73.96398,193.0,1,0
38638,219,4,58.5,1.16,2.0,290.0,40.77711,-73.9527,12.0,1,1
38663,475,3,23.0,0.27,1.0,230.0,40.68559,-73.98094,189.0,1,0
39267,99,1,58.5,2.6,2.0,164.0,40.77456,-73.95323,30.0,1,1
39282,69,4,58.5,1.86,2.0,53.0,40.71088,-73.95055,41.0,0,0
39593,79,11,28.0,0.26,1.0,126.0,40.74559,-73.92313,87.0,0,2
39704,135,2,58.5,2.86,2.0,3.0,40.68306,-73.94659,16.0,1,0
40039,250,3,14.0,0.13,1.0,189.0,40.70207,-73.98571,609.0,0,0
40453,250,3,4.0,0.08,1.0,365.0,40.76123,-73.9642,609.0,1,1
41348,250,2,58.5,2.17,1.0,0.0,40.66858,-73.99083,2.0,1,0
41513,80,3,2.0,0.04,1.0,0.0,40.82704,-73.94907,609.0,1,1
42580,70,2,58.5,3.47,3.0,336.0,40.68843,-73.96408,14.0,0,0
42729,165,2,58.5,1.4,3.0,342.0,40.6783,-74.00135,20.0,1,0
42882,70,2,58.5,1.66,1.0,312.0,40.64524,-74.0532625,25.0,0,3
43957,50,2,47.0,0.94,1.0,37.0,40.70641,-73.91765,19.0,0,0
44096,40,1,58.5,2.04,3.0,353.0,40.83232,-73.93184,4.0,0,4
44161,150,2,58.5,1.78,1.0,177.0,40.71045,-73.9677,609.0,1,0
44212,125,1,58.5,0.78,3.5,310.0,40.72518,-73.98034,15.0,0,1
44221,196,3,58.5,1.06,1.0,0.0,40.70666,-74.01374,18.0,1,1
44229,110,2,58.5,2.0,2.0,321.0,40.69098,-73.97113,14.0,0,0
44288,170,3,58.5,0.8,1.0,246.0,40.73756,-74.00405,37.0,1,1
44506,165,3,58.5,0.75,3.0,231.0,40.81526,-73.94791,43.0,1,1
45393,150,11,38.0,0.36,1.0,225.0,40.73423,-74.0046,609.0,1,1
45542,100,2,18.0,1.79,1.0,0.0,40.82374,-73.9373,203.0,1,1
45556,65,2,58.5,1.92,2.0,0.0,40.68863,-73.97691,8.0,0,0
45910,350,8,10.0,0.11,3.5,365.0,40.70382,-73.89797,57.0,1,2
45936,99,4,58.5,1.18,2.0,233.0,40.80549,-73.95924,55.0,0,1
45940,200,4,33.0,0.58,1.0,1.0,40.71627,-73.9587,91.0,1,0
46544,150,5,52.0,0.5,1.0,18.0,40.67994,-73.97863,33.0,1,0
46723,90,3,58.5,1.17,3.5,343.0,40.67992,-73.9475,50.0,0,0
46911,120,3,51.0,0.48,3.0,250.0,40.67868,-73.97307,14.0,0,0
47199,75,3,58.5,1.85,1.0,326.0,40.76834,-73.95334,14.0,0,1
47362,175,11,30.0,0.29,1.0,364.0,40.68237,-73.9415,609.0,1,0
47370,125,3,3.0,0.03,1.0,0.0,40.74031,-73.99999,609.0,1,1
47926,275,1,41.0,0.38,1.0,299.0,40.76307,-73.99665,12.0,1,1
48719,299,2,58.5,1.04,1.0,207.0,40.71882,-73.98852,23.0,1,1
50447,135,5,58.5,1.43,3.0,162.0,40.6693,-73.98804,16.0,1,0
51438,130,11,0.0,0.0,2.0,0.0,40.77333,-73.95199,-1.0,0,1
51485,83,1,58.5,2.69,1.0,7.0,40.72319,-73.99201,16.0,0,1
51572,123,1,58.5,3.52,1.0,328.0,40.74859,-73.99671,20.0,0,1
51850,55,2,52.0,0.49,2.0,365.0,40.67252,-73.86608249999999,49.0,0,2
53137,195,5,10.0,1.01,1.0,0.0,40.76244,-73.99271,7.0,1,1
53196,80,2,11.0,0.48,1.0,0.0,40.69546,-73.93503,602.0,0,0
53469,98,11,33.0,0.31,3.5,240.0,40.71722,-73.87856,609.0,1,2
53470,140,7,6.0,0.06,3.5,365.0,40.70234,-73.89816,609.0,0,2
53477,265,7,38.0,0.38,3.5,365.0,40.71546,-73.87854,72.0,1,2
54158,249,2,58.5,3.44,2.0,164.0,40.7195,-73.95976,18.0,1,0
54453,105,6,10.0,0.09,1.0,363.0,40.76548,-73.98474,609.0,2,1
54466,200,11,0.0,0.0,1.0,365.0,40.80234,-73.95603,-1.0,0,1
54508,100,2,58.5,2.12,3.0,250.0,40.6787,-73.97262,32.0,0,0
54544,121,1,58.5,1.0,3.5,247.0,40.81035,-73.94598,16.0,1,1
54626,45,1,58.5,1.45,3.0,323.0,40.83075,-73.93058,8.0,0,4
54860,100,5,58.5,1.92,1.0,192.0,40.79958,-73.94275,15.0,0,1
55467,140,2,58.5,3.04,1.0,125.0,40.71625,-73.93845,6.0,1,0
55498,71,2,23.0,0.22,1.0,91.0,40.6829,-73.93549,7.0,0,0
55668,130,2,58.5,1.17,1.0,75.0,40.72773,-73.99134,215.0,0,1
55737,199,5,58.5,1.22,1.0,286.0,40.72861,-74.0049,50.0,1,1
55959,69,4,58.5,1.13,2.0,60.0,40.70979,-73.95162,28.0,0,0
55982,68,3,37.0,0.35,1.0,0.0,40.68656,-73.97525,189.0,0,0
56467,130,1,58.5,2.04,1.0,192.0,40.72752,-73.98432,7.0,1,1
56525,195,2,58.5,0.65,1.0,58.0,40.729,-73.95829,25.0,1,0
56859,64,1,58.5,1.84,3.5,245.0,40.81219,-73.94499,35.0,0,1
57166,140,2,17.0,0.16,1.0,292.0,40.77185,-73.90502,21.0,1,2
57297,159,2,58.5,2.12,1.0,279.0,40.68926,-73.99386,14.0,1,0
57468,189,3,58.5,1.96,1.0,0.0,40.72821,-73.98701,15.0,1,1
57618,250,3,58.5,0.96,1.0,3.0,40.7672,-73.98508,29.0,1,1
57740,239,3,7.0,0.07,1.0,351.0,40.73012,-73.99053,45.0,1,1
57754,305,2,58.5,1.09,1.0,201.0,40.7403,-73.98498,8.0,1,1
57874,155,3,58.5,2.1,2.0,232.0,40.80931,-73.94343,12.0,1,1
58059,60,1,58.5,3.89,2.0,258.0,40.8251,-73.94287,5.0,0,1
58062,135,2,21.0,0.26,1.0,272.0,40.6585,-73.98397,52.0,0,0
58467,120,7,17.0,0.3,1.0,341.0,40.76193,-73.9501,61.0,0,1
59014,150,3,41.0,0.39,1.0,244.0,40.72052,-73.98589,187.0,1,1
59121,140,11,1.0,0.01,3.5,365.0,40.70411,-73.89934,609.0,1,2
59642,135,2,58.5,0.67,1.0,12.0,40.73401,-73.95967,50.0,1,0
59709,250,4,18.0,0.18,2.0,265.0,40.71756,-73.99503,7.0,1,1
59855,250,11,58.5,0.78,1.0,0.0,40.7589,-73.96991,609.0,1,1
60164,500,4,58.5,0.99,1.0,329.0,40.72003,-74.00262,15.0,1,1
60457,225,5,10.0,0.1,1.0,91.0,40.73194,-73.99474,58.0,1,1
60611,125,11,58.5,1.83,2.0,365.0,40.79163,-73.94573,282.0,1,1
60666,92,1,58.5,1.82,3.5,253.0,40.8118,-73.94434,27.0,0,1
60673,175,2,1.0,0.11,1.0,365.0,40.81583,-73.94707,274.0,0,1
60680,99,2,58.5,1.22,1.0,320.0,40.72654,-73.98049,18.0,1,1
60794,195,4,4.0,0.04,1.0,0.0,40.80021,-73.96071,609.0,1,1
60948,140,3,58.5,1.3,3.0,192.0,40.80942,-73.93936,18.0,1,1
61167,135,2,21.0,0.2,1.0,0.0,40.71961,-73.9954,609.0,1,1
61224,500,2,35.0,0.34,1.0,348.0,40.74358,-74.00027,609.0,1,1
61406,80,11,10.0,2.21,2.0,0.0,40.80335,-73.9575,37.0,0,1
61492,120,4,58.5,1.8,2.0,353.0,40.71445,-73.9908,15.0,0,1
61509,110,11,58.5,0.9,1.0,140.0,40.75749,-73.96897,69.0,1,1
62095,65,3,58.5,2.3,1.0,2.0,40.64446,-73.9503,24.0,1,0
62427,130,11,56.0,0.58,1.0,56.0,40.7268,-73.99079,43.0,1,1
62430,99,3,58.5,2.13,1.0,68.0,40.688,-73.9171,16.0,1,0
62452,36,2,58.5,1.85,3.5,360.0,40.63536,-74.0532625,13.0,0,3
62461,37,2,58.5,1.44,3.5,0.0,40.63627,-74.0532625,28.0,0,3
62787,37,2,58.5,1.71,3.5,320.0,40.63518,-74.0532625,6.0,0,3
62891,175,3,58.5,1.78,2.0,326.0,40.72477,-73.98161,45.0,1,1
62903,205,9,58.5,0.7,2.0,76.0,40.74238,-73.99567,17.0,1,1
62925,285,3,58.5,1.22,3.0,279.0,40.72945,-73.95511,22.0,1,0
63299,59,2,58.5,1.77,2.0,15.0,40.70763,-73.95177,15.0,0,0
63320,36,2,58.5,3.19,3.5,340.0,40.63481,-74.0532625,6.0,0,3
63360,99,5,58.5,3.89,1.0,226.0,40.75384,-73.91433,14.0,1,2
63546,39,1,45.0,0.46,2.0,365.0,40.64106,-73.97426,53.0,0,0
63573,60,11,9.0,0.09,2.0,0.0,40.66793,-73.98327,609.0,0,0
63588,90,2,0.0,0.0,3.5,349.0,40.81309,-73.86608249999999,-1.0,0,4
63610,105,2,38.0,0.5,3.5,365.0,40.872637499999996,-73.86608249999999,11.0,1,4
63657,135,2,58.5,2.39,2.0,11.0,40.68236,-73.94314,13.0,1,0
63693,390,5,58.5,1.38,2.0,316.0,40.72185,-73.98246,19.0,1,1
63719,70,3,36.0,0.41,3.5,281.0,40.68503,-73.95385,323.0,0,0
63913,75,7,0.0,0.0,2.0,323.0,40.86648,-73.9263,-1.0,0,1
64000,60,11,14.0,0.14,3.5,362.0,40.7069,-73.95467,182.0,0,0
64015,200,3,0.0,0.0,1.0,0.0,40.72807,-73.98594,-1.0,1,1
64107,100,3,58.5,2.69,1.0,301.0,40.6778,-73.94339,14.0,0,0
64277,70,4,18.0,0.22,3.5,189.0,40.68317,-73.94701,187.0,0,0
64314,110,6,50.0,3.55,1.0,0.0,40.6761,-73.9529,43.0,0,0
64365,60,2,58.5,2.27,2.0,287.0,40.67586,-73.95155,11.0,0,0
64707,90,11,1.0,0.16,1.0,14.0,40.71702,-73.99811,187.0,1,1
64837,68,2,58.5,1.96,2.0,86.0,40.72321,-73.98157,15.0,0,1
65019,115,2,58.5,2.1,1.0,261.0,40.77956,-73.98098,2.0,1,1
65268,75,5,58.5,0.67,1.0,68.0,40.68276,-73.95264,184.0,0,0
65556,60,3,0.0,0.0,1.0,0.0,40.71368,-73.9626,-1.0,0,0
65562,129,7,5.0,0.15,1.0,231.0,40.72956,-73.98158,186.0,1,1
65615,130,10,49.0,0.48,1.0,152.0,40.71069,-73.95175,9.0,1,0
65660,95,4,58.5,1.27,1.0,46.0,40.70863,-73.94641,1.0,1,0
65813,75,3,20.0,0.26,1.0,364.0,40.82888,-73.94307,187.0,0,1
65834,175,2,11.0,0.11,1.0,246.0,40.67319,-73.97323,609.0,1,0
66008,190,3,51.0,0.57,1.0,288.0,40.67846,-73.99443,7.0,1,0
66026,49,11,15.0,0.15,3.5,331.0,40.6715,-73.94808,8.0,0,0
66251,212,3,58.5,1.31,1.0,51.0,40.72681,-73.98534,13.0,1,1
66275,95,1,58.5,1.11,3.0,364.0,40.71904,-73.99392,15.0,0,1
66451,140,2,9.0,0.11,1.0,254.0,40.71031,-73.9583,142.0,1,0
66718,135,6,58.5,1.87,1.0,189.0,40.81322,-73.95306,15.0,1,1
66741,150,2,58.5,2.08,2.0,263.0,40.67732,-73.98225,15.0,1,0
66974,190,3,58.5,0.79,2.0,258.0,40.68076,-73.9896,7.0,1,0
67288,124,11,22.0,0.26,1.0,103.0,40.79603,-73.94903,23.0,1,1
67299,135,11,56.0,0.56,1.0,42.0,40.71492,-73.96282,63.0,1,0
67397,122,3,58.5,0.93,1.0,246.0,40.80393,-73.95838,16.0,0,1
68099,109,1,58.5,1.05,2.0,364.0,40.80082,-73.9652,13.0,0,1
68305,85,11,58.5,0.68,1.0,318.0,40.82976,-73.94867,367.0,0,1
68403,145,3,58.5,1.25,2.0,72.0,40.683,-73.91981,14.0,1,0
68735,195,11,30.0,0.32,1.0,249.0,40.78971,-73.9729,25.0,1,1
68765,250,2,58.5,1.34,3.0,272.0,40.67817,-73.99495,11.0,1,0
68900,125,3,6.0,0.1,1.0,325.0,40.73119,-73.95578,609.0,0,0
68974,575,2,58.5,1.88,1.0,298.0,40.71943,-73.99627,18.0,1,1
69894,150,11,48.0,0.55,1.0,35.0,40.78,-73.98249,27.0,1,1
69921,70,5,47.0,0.49,1.0,203.0,40.70514,-73.91922,9.0,0,0
70095,90,2,58.5,1.27,1.0,132.0,40.86713,-73.92811,8.0,0,1
70128,65,3,52.0,0.63,1.0,5.0,40.73198,-73.98881,179.0,0,1
70609,500,2,48.0,0.48,3.5,297.0,40.72542,-73.97986,22.0,1,1
71010,250,3,32.0,0.43,2.0,276.0,40.83494,-73.93869,45.0,1,1
71248,125,11,43.0,0.42,1.0,102.0,40.71659,-73.98945,21.0,1,1
71366,200,11,39.0,0.44,1.0,251.0,40.72966,-74.00243,13.0,1,1
71384,229,1,50.0,0.5,1.0,188.0,40.72898,-73.95552,609.0,1,0
71812,90,11,4.0,0.35,2.0,346.0,40.87207,-73.90193,187.0,1,4
72190,110,11,38.0,0.39,1.0,0.0,40.77728,-73.97818,143.0,1,1
72265,59,3,29.0,0.36,1.0,15.0,40.72646,-73.95341,22.0,0,0
74073,195,4,58.5,0.6,1.0,71.0,40.71015,-73.96101,15.0,1,0
74240,169,1,58.5,0.67,2.0,215.0,40.71903,-73.9597,31.0,1,0
74333,113,11,26.0,0.27,3.0,253.0,40.80892,-73.93985,609.0,1,1
74404,250,11,31.0,0.31,1.0,78.0,40.80276,-73.9567,609.0,1,1
74680,115,2,58.5,2.01,1.0,257.0,40.77635,-73.93426,38.0,1,2
74860,55,2,1.0,0.01,1.0,0.0,40.72488,-73.95018,609.0,0,0
75193,69,2,58.5,2.17,2.0,8.0,40.71398,-73.95763,16.0,0,0
75635,150,3,58.5,2.81,1.0,191.0,40.71876,-73.98394,11.0,1,1
76761,169,2,58.5,3.89,3.0,182.0,40.66552,-73.99019,10.0,1,0
77765,179,3,36.0,0.36,3.5,79.0,40.73749,-73.95292,7.0,0,0
77936,150,3,36.0,0.36,1.0,49.0,40.76248,-73.9913,24.0,0,1
78919,135,4,6.0,0.1,1.0,0.0,40.68674,-73.98876,609.0,1,0
79067,350,6,14.0,0.3,1.0,156.0,40.6848,-73.96219,79.0,1,0
79782,120,11,58.5,0.76,3.5,343.0,40.70516,-73.95455,99.0,0,0
80493,71,2,58.5,1.81,1.0,200.0,40.72329,-73.98486,4.0,0,1
80684,349,3,8.0,0.09,3.5,60.0,40.73776,-73.95327,609.0,0,0
80700,349,3,7.0,0.07,3.5,60.0,40.73738,-73.95482,45.0,0,0
